Berufsfelder;;;;;;
1 Verkehr, Logistik, Schutz und Sicherheit;;;;;;
2 Gesundheit, Soziales, Lehre & Erziehung;;;;;;
3 Berufsfeld Kosmetik und Körperpflege;;;;;;
4 Kaufmännische Dienstleistungen, Warenhandel, Vetrieb;;;;;;
5 Hotel und Gastronomie, Lebensmittelherstellung und Verarbeitung ;;;;;;
6 Rohstoffgewinnung, Produktion & Fertigung;;;;;;
7 Naturwissenschaft, Informatik, Technik und Gestaltung;;;;;;
8 Banken & Versicherungen, Unternehmensorganisation, Buchhaltung, Recht & Verwaltung;;;;;;
9 Handwerk, Bau, Architektur, Vermessung & Gebäudetechnik;;;;;;
10 Sonstige Bildungsgänge der Berufskollegs und Weiterbildungen;;;;;;
11 Naturwissenschaft, Informatik, Technik und Gestaltung;;;;;;
12 Banken & Versicherungen, Unternehmensorganisation, Buchhaltung, Recht & Verwaltung;;;;;;
13 Handwerk, Bau, Architektur, Vermessung & Gebäudetechnik;;;;;;
14 Sonstige Bildungsgänge der Berufskollegs und Weiterbildungen;;;;;;
15 Land-, Fort- und Tierwirtschaft sowie Gartenbau;;;;;;
Verkehr, Logistik, Schutz und Sicherheit;;;;;;
Maschinen- und Anlageführer;;"Böllhoff Gesellschaft für Ausbildung
und Perspektive mbH";Minds. Sonderschule/ gewünscht HS/ 2 Jahre;M1;2/5;
Maschinen- und Anlagenführer;;Mitsubishi HiTec Paper Europe GmbH;HSA/ 2 Jahre;M1;25/26;
Mechaniker/in für Karosserieinstandhaltungstechnik;;Innung des KFZ-Handwerks;HS-9/ 3,5 Jahre;M3;903/904;
Mechatroniker/in;;Boge Kompressoren Otto Boge GmbH  Co. KG;FOR/ 3,5 Jahre;M1;4;
Mechatroniker/in;;"Böllhoff Gesellschaft für Ausbildung
und Perspektive mbH";FOR gewünscht FHR/ 3,5 Jahre;M1;2/5;
Mechatroniker/in;;Dürkopp Adler AG;Sek I-10/ 3,5 Jahre;M1;2/5;
Mechatroniker/in;;Gildemeister Drehmaschinen GmbH;FOR/ 3,5 Jahre;M1;25/26;
Mechatroniker/in;;Gundlach Verpackung GmbH;FOR/ 3,5 Jahre;H1;H 0006;
Mechatroniker/in;;Horstmann Gruppe;FOR/ 3,5 Jahre;M1;2/5;
Medientechnologe/in Druck-Schwerpunkt Verpackungsdruck;;Gundlach Verpackung GmbH;FOR guter HS/ 3 Jahre;H1;H 0006;
Metallbauer;;Goldbeck GmbH;HS-10/ 3,5 Jahre;M1;2/5;
Metallbauer Konstruktionstechnik;;Horstmann Gruppe;FOR/ 3,5 Jahre;M1;2/5;
Milchtechnologe/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Packmitteltechnologe/in;;Gundlach Verpackung GmbH;FOR guter HS/ 3 Jahre;H1;H 0006;
Papiertechnologe/-in;;Mitsubishi HiTec Paper Europe GmbH;HSA o. FOR/ 3 Jahre;M1;25/26;
Verfahrensmechaniker/in Kunststoff und Kautschuktechnik;;"Böllhoff Gesellschaft für Ausbildung
und Perspektive mbH";HS-9 gewünscht FOR/ 3,5 Jahre;M1;2/5;
Verpackungsmitteltechnologe/in ;;Weroca Kartonagen GmbH & Co.KG;HS- 10/ 3 Jahre;H1;H0006;
Werkzeugmechaniker/in;;Schaeffler Technologies GmbH & Co. KG;Sek I-10/ 3 Jahre;M1;2/5;
Werkzeugmechaniker/in Fachrichtung Formentechnik;;"Böllhoff Gesellschaft für Ausbildung
und Perspektive mbH";HS gewünscht FOR/ 3 Jahre;M1;2/5;
Werkzeugmechaniker/in Fachrichtung Stanztechnik;;"Euscher GmbH & Co. KG
Präzisions -Tiefziehtechnik";sehr guter HS-9/ 3 Jahre;M1;2/5;
Zerspanungsmechaniker/in;;"Böllhoff Gesellschaft für Ausbildung
und Perspektive mbH";FOR/ 3,5 Jahre;M1;2/5;
Zerspanungsmechaniker/in;;"Euscher GmbH & Co. KG
Präzisions -Tiefziehtechnik";HS-9/ 3,5 Jahre;M1;2/5;
Zerspanungsmechaniker/in;;Gildemeister Drehmaschinen GmbH;FOR/ 3,5 Jahre;M1;25/26;
Zerspanungsmechaniker/in;;Schaeffler Technologies GmbH & Co. KG;Sek I-10/ 3,5 Jahre;M1;2/5;
Zerspanungsmechaniker/in Dreh-/ Frästechnik;;Horstmann Gruppe;FOR/ 3,5 Jahre;M1;2/5;
;;;;;;
Naturwissenschaft, Informatik, Technik und Gestaltung;;;;;;
Anwendungsentwickler/in Web & Games ;;b.i.b.INTERNATIONAL COLLEGE;FOR/ 3 Jahre;M1;110;
Anwendungsentwickler/in Web & Mobile ;;b.i.b.INTERNATIONAL COLLEGE;FOR/ 3 Jahre;M1;110;
Biologisch-technische/r Assistent/in mit FHR/ AHR;;Maria-Stemme-Berufskolleg;FOR/ FOR-Q/ FHR oder AHR/ Je nach Abschluss 2 bis 3,25 Jahre;H1;H 1039;
Chemielaborant/-in (wird bedarfsorientiert und daher nicht jedes Jahr angeboten);;Dr. August Oetker Nahrungsmittel KG;FHR/ 3 Jahre;M1;2/5;
Chemisch-technische/r Assistent/in + FHR;;Berufskolleg Senne;FOR/ 3 Jahre;H1;Flur 1. Etage;
Fachinformatiker - Fachrichtung Anwendungsentwicklung;;Gauselmann AG;AHR oder FOR/ 3 Jahre;M1;FO1-1 (M1-Flur 1. Etage);
Fachinformatiker - Fachrichtung Anwendungsentwicklung;;Deutsche Telekom AG (Ausbildungszentrum Bielefeld);HS/FOR/ AHR/ 3 Jahre;M1;FO1 (Forum M1);
Fachinformatiker - Fachrichtung Anwendungsentwicklung;;Beckhoff Automation GmbH;AHR/ 3 Jahre;M1;25/26;
Fachinformatiker - Fachrichtung Systemintegration;;Gundlach Verpackung GmbH;FHR/ 3 Jahre;H1;H 0006;
Fachinformatiker - Fachrichtung Systemintegration;;Lynx-Consulting GmbH;AHR/ FHR/ 3 Jahre;M1;4;
Fachinformatiker - Fachrichtung Systemintegration;;Horstmann Gruppe;FOR/ 3 Jahre;M1;2/5;
Fachinformatiker - Fachrichtung Systemintegration;;Goldbeck GmbH;FOR/ 3 Jahre;M1;2/5;
Fachinformatiker - Fachrichtung Systemintegration;;Deutsche Telekom AG (Ausbildungszentrum Bielefeld);HS/FOR/ AHR/ 3 Jahre;M1;FO1 (Forum M1);
Fachkraft für Lebensmitteltechnik;;Dr. August Oetker Nahrungsmittel KG;HS-9/ FOR 3 Jahre;M1;2/5;
Fachkraft für Veranstaltungstechnik;;formdrei Messe und Event GmbH;HS-9/ FOR oder AHR/ 3 Jahre;M1;FO1 (Forum M1);
Gestalter/in für visuelles Marketing;;Ikea Deutschland GmbH & Co. KG;FOR/ 3 Jahre;H 1 ;Handelswelt, Empore 2. Etage;
Gestalter/in für visuelles Marketing;;Peek & Cloppenburg;FOR/ 3 Jahre;H 1 ;Handelswelt, Empore 2. Etage;
Gestaltungstechnische/r Assistent/in für Grafik mit Abitur;;Berufskolleg Senne;FOR+ Q/ 3,5 Jahre;H1;Flur 1. Etage;
Gestaltungstechnische/r Assistent/in für Grafik mit FHR;;Berufskolleg Senne;FOR/ 3 Jahre;H1;Flur 1. Etage;
Gestaltungstechnische/r Assistent/in für Medien mit FHR;;Berufskolleg Senne;FOR/ 3 Jahre;H1;Flur 1. Etage;
Gestaltungstechnische/r Assistent/in für Produkt mit FHR;;Berufskolleg Senne;FOR / 3 Jahre;H1;Flur 1. Etage;
Informatiker/in Business & IT-Security;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Informatiker/in IT-Security;;b.i.b.INTERNATIONAL COLLEGE;Berufsausbildung+ 1 Jahr Berufspraxis/ 1,5 Jahre;M1;110;
Informatiker/in Software und mobile Systeme;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Informationstechnische/r Assistent/in;;Carl-Severing Berufskolleg für Metall- und Elektrotechnik;;M1;SLZ;
IT-Systemelektroniker/in;;"Deutsche Telekom AG
Telekom Ausbildung
Ausbildungszentrum Bielefeld";HS/FOR/ AHR/ 3 Jahre;M1;FO1 (Forum M1);
Mediendesigner/in (inkl. FHR);;b.i.b.INTERNATIONAL COLLEGE;FOR/ 3 Jahre;M1;110;
Mediendesigner/in Game & Animation;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Mediendesigner/in Print & Web;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Mediendesigner/in Web & Animation;;b.i.b.INTERNATIONAL COLLEGE;FOR oder AHR/ 2 Jahre;M1;110;
Mediendesigner/in Web & Animation;;b.i.b.INTERNATIONAL COLLEGE;FOR/ 3 Jahre;M1;110;
Mediengestalter/in Digital&Print;;Halfar SYSTEM GmbH;"FOR/ 3 Jahre; Verkürzung möglich";H1;H 0006;
Medieninformatiker/in Design;;b.i.b.INTERNATIONAL COLLEGE;FOR oder AHR/ 2 Jahre;M1;110;
Medieninformatiker/in Game Development;;b.i.b.INTERNATIONAL COLLEGE;FOR oder AHR/ 2 Jahre;M1;110;
Medieninformatiker/in Web & Mobile Development;;b.i.b.INTERNATIONAL COLLEGE;FOR oder AHR/ 2 Jahre;M1;110;
Technische/r Informatiker/in (inkl. FHR);;b.i.b.INTERNATIONAL COLLEGE;FOR/ 3 Jahre;M1;110;
Technischer Systemplaner, Stahl- und Metallbau/ Versorgungs- und Ausrüstungstechnik;;Goldbeck GmbH;FOR/ 3,5 Jahre;M1;2/5;
Vermessungstechniker/ in;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;P-A;
;;;;;;
Banken & Versicherungen, Unternehmensorganisation, Buchhaltung, Recht & Verwaltung;;;;;;
Bankkaufmann/ -frau;;Volksbank Bielefeld Gütersloh eG;FOR/ FHR/ AHR/ 2,5 Jahre;M1;111;
Fachangestellte/r für Arbeitsmarktdienstleistungen;;Agentur für Arbeit Bielefeld;FOR/ 3 Jahre;H1;H 0004;
Verwaltungswirt/in;;Stadt Bielefeld - Amt für Personal;FOR/ 2 Jahre;M1;114;
;;;;;;
;;;;;;
Handwerk, Bau, Architektur, Vermessung & Gebäudetechnik;;;;;;
Augenoptiker/in;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;H 2047;
Bau- und Metallmaler;;Maler- und Lackierer-Innung;HS-9/ 2 Jahre;H1;P - G;
Bautechnische/r Assistent/in;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;P - A;
Bauwerksmechaniker/in für Abbruch und Betontrenntechnik;;Berufsförderungswerk der Bauindustrie NRW e. V. (Ausbildungszentrum Hamm);Sek I-10/ 3 Jahre;H1;P-G;
Bauzeichner/ -in (Fachrichtung Architektur);;Goldbeck GmbH;FOR/ 3 Jahre;M1;2/5;
Beton- u. Stahlbetonbauer/in;;Berufsförderungswerk der Bauindustrie NRW e. V.  (Ausbildungszentrum Hamm);HS-9/ 3 Jahre;H1;P-G;
Beton- u. Stahlbetonbauer/in;;Baugewerbe-Innung;HS-9/ 3 Jahre;H1;P-E;
Fachkraft für Straßen- und Verkehrstechnik;;Landesbetrieb Straßenbau NRW;HS 10b/ FOR;H1 ;H 1040;
Fahrzeuglackierer/-in;;Maler- und Lackierer-Innung;HS-9/ FOR 3 Jahre;H1;P - G;
Fassadenmonteur/-in;;Berufsförderungswerk der Bauindustrie NRW e. V.  (Ausbildungszentrum Hamm);Sek I-10/ 3 Jahre;H1;P-G;
Hochbaufachwerker;;Baugewerbe-Innung;HS-9/ 3 Jahre;H1;P-E;
"Isolierfacharbeiter/in; Industrie-Isolierer/in";;"Berufsförderungswerk der Bauindustrie NRW e. V. 
Ausbildungszentrum Hamm";Sek I-10/ 3 Jahre;H1;P-G;
Kanalbauer/-in;;"Berufsförderungswerk der Bauindustrie NRW e. V. 
Ausbildungszentrum Hamm";Sek I-10/ 3 Jahre;H1;P-G;
Maler und Lackierer/in;;Maler- und Lackierer-Innung;HS-9/ 3 Jahre;H1;P - G;
Maurer/in;;Baugewerbe-Innung;HS-9/ 3 Jahre;H1;P-E;
Maurer/in;;"Berufsförderungswerk der Bauindustrie NRW e. V. 
Ausbildungszentrum Hamm";"Sek I-10/ 3 Jahre
Hochbaufacharbeiter/ 2 Jahre";H1;P-G;
Metallblasinstrumentenmacher/in;;"von Bodelschwinghsche Stiftungen Bethel
Dankort
Abteilung PR Information";Sek I-10/ 3 Jahre;M1;105;
Schornsteinfeger/ in;;Schornsteinfeger Innung OWL;FOR/ 3 Jahre;H1;P - F ;
Straßenbauer/in;;"Berufsförderungswerk der Bauindustrie NRW e. V. 
Ausbildungszentrum Hamm";"Sek I-10/ 3 Jahre
";H1;P-G;
Straßenbauer/in;;Straßenbauer-Innung;HS-9/ 3 Jahre;H1;P-E;
Straßenwärter/ in;;Landesbetrieb Straßenbau NRW;HS 10a;H1 ;H 1040;
Stuckateur/in;;Stuckateur-Innung;HS-9/ 3 Jahre;H1;P - F ;
Tiefbaufacharbeiter/in;;Straßenbauer-Innung;HS-9/ 3 Jahre;H1;P-E;
Tischler/in;;Tischler-Innung;HS-9/ FOR/ AHR/ 3 Jahre;H1;H 0007;
Trockenbaumonteur/in;;"Berufsförderungswerk der Bauindustrie NRW e. V. 
Ausbildungszentrum Hamm";"Sek I-10/ 3 Jahre
";H1;P-G;
Zahntechniker/in;;Zahntechniker-Innung;FOR oder AHR/ 3,5 Jahre;H1;H 2047;
Zimmerer/in;;Zimmerer-Innung;HS-9/ 3 Jahre;H1;P - F ;
;;;;;;
→ Beratung zu den Berufen in diesem Segment findest Du auch bei der Kreishandwerkerschaft und/ oder der Handwerkskammer;;;;;;
;;;;;;
Sonstige Bildungsgänge der Berufskollegs und Weiterbildungen;;;;;;
Berufliches Gymnasium für Gesundheit/ + AHR;;Maria-Stemme-Berufskolleg;FOR + Q/ 3 Jahre;H1;H 1039;
Berufsfachschule Bau-/ Holztechnik;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;H 0007;
Berufsfachschule 2;;Carl-Severing-Berufskolleg für Metall- und Elektrotechnik;;M1;SLZ;
Berufsfachschule für Wirtschaft und Verwaltung;;Carl-Severing-Berufskolleg für Wirtschaft und Verwaltung;;H1;Handelswelt, Empore 2. Etage;
Berufsfachschule Ernährungs-und Versorgungsmanagement;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;Flur 2. Etage;
"Berufsorientierungsjahr (BOJ); mit individuellen Wunschberufen als Jahrespraktikum an 3 Tagen/ Woche und 2 Berufsschultagen";;Kerschensteiner Berufskolleg;1 Jahr;H1;H 0001;
Beschulung von Teilnehmer/innen Berufsvorbereitender Bildungsmaßnahmen;;Kerschensteiner Berufskolleg;;H1;H 0001;
Ernährungs- und Versorgungsmanagement Berufsfachschule 1;;Maria-Stemme-Berufskolleg;HS-9/ 1 Jahr;H1;H 1039;
Ernährungs- und Versorgungsmanagement Berufsfachschule 2;;Maria-Stemme-Berufskolleg;HS -10/ 1 Jahr;H1;H 1039;
Fachoberschule FOS 12 Fachoberschule FOS 13;;Rudolf-Rempel-Berufskolleg Kaufmännische  Schule der Stadt Bielefeld;"FOR + 2-jährige kfm. bzw. verwaltende abgeschlossene Ausbildg./ 1 Jahr
FHR + 2-jährige kfm. Ausbildg.";H1;H 1046;
Fachoberschule für Soziales und Gesundheit;;"AWO - Berufskolleg für das Sozial- und Gesundheitswesen
";FOR/ 2 Jahre;H1;H1042a;
Fachoberschule Klasse 12 B-Bau-, Holz-, Vermessungstechnik;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;H 0007;
Fachoberschule Klasse 12 B-Biologie, Chemie, Physik;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;H 2047;
Fachoberschule für Soziales und Gesundheit;;Maria-Stemme-Berufskolleg;FOR/ 2 Jahre;H1;H 1039;
Fachoberschule Klasse 12 B Fachrichtung Elektrotechnik;;Carl-Severing-Berufskolleg für Metall- und Elektrotechnik;;M1;SLZ;
Fachoberschule Klasse 12 B Fachrichtung Metalltechnik;;Carl-Severing-Berufskolleg für Metall- und Elektrotechnik;;M1;SLZ;
Fachoberschule, Fachrichtung Gesundheit und Soziales (FOS 11/12);;"Friedr.-v. Bodelschwingh-Schulen,
Berufskolleg Bethel";FOR/ 2 Jahre;M1;105;
Gesundheitswesen/ Körperpflege/Sozialwesen Berufsfachschule 1;;Maria-Stemme-Berufskolleg;HS-9/ 1 Jahr;H1;H 1039;
Gesundheitswesen/ Körperpflege/Sozialwesen Berufsfachschule 2;;Maria-Stemme-Berufskolleg;HS -10/ 1 Jahr;H1;H 1039;
Höhere Berufsfachschule Holztechnik-HöTech;;Carl-Severing-Berufskolleg für Handwerk und Technik;;H1;H 0007;
Höhere Berufsfachschule für Ernährung und Hauswirtschaft;;Maria-Stemme-Berufskolleg;FOR/ 2 Jahre;H1;H 1039;
Höhere Berufsfachschule für Soziales und Gesundheit;;Maria-Stemme-Berufskolleg;FOR/ 2 Jahre;H1;H 1039;
Höhere Handelsschule;;Carl-Severing-Berufskolleg für Wirtschaft und Verwaltung;;H1;Handelswelt, Empore 2. Etage;
Höhere Handelsschule;;"Rudolf-Rempel-Berufskolleg
Kaufmännische  Schule der Stadt Bielefeld";FOR/ 2 Jahre;H1;H 1046;
Manager/in Marketing & Event;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Manager/in Marketing & Social Media;;b.i.b.INTERNATIONAL COLLEGE;FHR oder AHR/ 2 Jahre;M1;110;
Steuerfachwirtin, Steuerberaterin (Fortbildungen);;Steuerberaterkammer Westfalen-Lippe K.d.ö.R.;;H1;H 1046;
Weiterbildungen als Praxisanleiter/in, PDL/WBL, Palliative Care u.a.;;apm gGmbH, Akademie für Pflegeberufe und Management ;;M1;114;
"Wirtschaftsgymnasium + Kaufm. Assistent/in
Schwerpunkt Wirtschaft/Europa/Sprachen";;Rudolf-Rempel-Berufskolleg Kaufmännische  Schule der Stadt Bielefeld;FOR + Q/ 3 ,3 Jahre;H1;H 1046;
Wirtschaftsgymnasium Schwerpunkt Wirtschaft/Informationstechnologien;;Rudolf-Rempel-Berufskolleg Kaufmännische  Schule der Stadt Bielefeld;FOR + Q/ 3 Jahre;H1;H 1046;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
Land-, Fort- und Tierwirtschaft sowie Gartenbau;;;;;;
Fachkraft Agarservice;;Landwirtschaftskammer NRW;HS/ 3 Jahre;H1;H 0032;
Fischwirt/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Forstwirt/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Gärtner/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Gärtner/in, Fachrichtung Garten- und Landschaftsbau;;Verband Garten-, Landschafts- und Sportplatzbau NRW e. V.;HS-9/ 3 Jahre;H1;H 0032;
Landwirt/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Pferdewirt/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Revierjäger/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
Tierwirt/in;;Landwirtschaftskammer NRW, Münster;HS/ 3 Jahre;H1;H 0032;
;;;;;;
;;;;;;
Sonstiges;;;;;;
Anerkennungspraktikant/-in/ Vorpraktikant/-in Erzieher/-in;;Studentenwerk Bielefeld -AöR-;FOR/ 1 Jahr;H1;H 2042;
Angebote des Berufsinformationszentrums (BiZ);;Agentur für Arbeit Bielefeld- BiZ Team;;H1;P-B;
Betheljahr / Freiwilliges Soziales Jahr/  Bundesfreiwilligendienst in Behtel;;Freiwilligenagentur Bethel;Mindestalter 16 Jahre/ 1 Jahr;M1;105;
Dualer, ausbildungsintegrierter Studiengang;;Steuerberaterkammer Westfalen-Lippe K.d.ö.R.;AHR oder FHR2,5 Jahre/ 8 Semester;H1;H 1046;
Fachpraktiker-Berufe §66 BBiG, §42 (m) HwO in den Berufsfeldern Agrarwirtschaft, Bautechnik, Ernährung/Hauswirtschaft, Farb-und Raumgestaltung, Holztechnik, Metalltechnik, Textiltechnik und Bekleidung, Wirtschaft und Verwaltung;;Kerschensteiner Berufskolleg;;;;
;;;;;;
→ Das Karriereberatungsbüro der Bundeswehr bietet des Weiteren  Informationen zu 60 Ausbildungsberufe militärische Laufbahn und 36 Ausbildungsberufe in der zivilen Laufbahn ;;;;M1;118;
